disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease	inferred_from_mondo
DRUGBANK:DB00028|MONDO:0011636	Diamond-Blackfan anemia 2	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0011636	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0011639	Diamond-Blackfan anemia 15 with mandibulofacial...	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0011639	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0012529	Diamond-Blackfan anemia 3	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012529	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0012924	Diamond-Blackfan anemia 4	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012924	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0012925	Diamond-Blackfan anemia 5	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012925	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0012937	Diamond-Blackfan anemia 6	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012937	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0012938	Diamond-Blackfan anemia 7	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012938	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0012939	Diamond-Blackfan anemia 8	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012939	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0013216	Diamond-Blackfan anemia 9	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013216	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0013217	Diamond-Blackfan anemia 10	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013217	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0013964	Diamond-Blackfan anemia 11	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013964	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0014245	Diamond-Blackfan anemia 12	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014245	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0014394	Diamond-Blackfan anemia 13	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014394	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0031071	Diamond-Blackfan anemia 21	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0031071	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0032668	Diamond-Blackfan anemia 18	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0032668	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0032669	Diamond-Blackfan anemia 19	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0032669	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0032670	Diamond-Blackfan anemia 20	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0032670	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0044309	Diamond-Blackfan anemia 16	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0044309	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0044310	Diamond-Blackfan anemia 17	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0044310	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0019391	Fanconi anemia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0019391	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia	True
DRUGBANK:DB00028|MONDO:0009213	Fanconi anemia complementation group C	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0009213	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0009214	Fanconi anemia complementation group D2	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0009214	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0009215	Fanconi anemia complementation group A	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0009215	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0010351	Fanconi anemia complementation group B	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0010351	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0010953	Fanconi anemia complementation group E	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0010953	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0011325	Fanconi anemia complementation group F	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0011325	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0011584	Fanconi anemia complementation group D1	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0011584	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0012186	Fanconi anemia complementation group I	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012186	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0012187	Fanconi anemia complementation group J	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012187	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0012565	Fanconi anemia complementation group N	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012565	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0013248	Fanconi anemia complementation group O	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013248	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0013499	Fanconi anemia complementation group P	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013499	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0013565	Fanconi anemia complementation group G	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013565	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0013566	Fanconi anemia complementation group L	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013566	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0014108	Fanconi anemia complementation group Q	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014108	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0014638	Fanconi anemia complementation group T	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014638	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0014985	Fanconi anemia complementation group V	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014985	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0014986	Fanconi anemia complementation group R	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014986	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0014987	Fanconi anemia complementation group U	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014987	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0044325	Fanconi anemia, complementation group W	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0044325	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0054748	Fanconi anemia, complementation group S	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0054748	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Fanconi anemia	True
DRUGBANK:DB00028|MONDO:0015610	acquired aplastic anemia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0015610	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia	True
DRUGBANK:DB00028|MONDO:0009692	primary myelofibrosis	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0009692	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia	True
DRUGBANK:DB00028|MONDO:0004463	cellular phase chronic idiopathic myelofibrosis	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0004463	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->primary myelofibrosis	True
DRUGBANK:DB00028|MONDO:0023119	familial myelofibrosis	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0023119	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->primary myelofibrosis	True
DRUGBANK:DB00028|MONDO:0043168	panostotic fibrous dysplasia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0043168	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->primary myelofibrosis	True
DRUGBANK:DB00028|MONDO:0800305	myelofibrosis with myeloid metaplasia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0800305	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->primary myelofibrosis	True
DRUGBANK:DB00028|MONDO:0012197	idiopathic aplastic anemia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0012197	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia	True
DRUGBANK:DB00028|MONDO:0005868	myelophthisic anemia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0005868	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->idiopathic aplastic anemia	True
DRUGBANK:DB00028|MONDO:0020113	primary acquired red cell aplasia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0020113	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia	True
DRUGBANK:DB00028|MONDO:0009197	transient erythroblastopenia of childhood	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0009197	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->primary acquired red cell aplasia	True
DRUGBANK:DB00028|MONDO:0020338	adult pure red cell aplasia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0020338	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->primary acquired red cell aplasia	True
DRUGBANK:DB00028|MONDO:0100244	paroxysmal nocturnal hemoglobinuria	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0100244	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia	True
DRUGBANK:DB00028|MONDO:0010438	paroxysmal nocturnal hemoglobinuria 1	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0010438	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->paroxysmal nocturnal hemoglobinuria	True
DRUGBANK:DB00028|MONDO:0014166	paroxysmal nocturnal hemoglobinuria 2	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014166	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->acquired aplastic anemia-->paroxysmal nocturnal hemoglobinuria	True
UNII:IF1B771SVB|MONDO:0009064	ocular cystinosis	CYSTEAMINE HYDROCHLORIDE	UNII:IF1B771SVB	MONDO:0009064	CYSTEAMINE HYDROCHLORIDE	cystinosis	True
UNII:IF1B771SVB|MONDO:0100151	nephropathic cystinosis	CYSTEAMINE HYDROCHLORIDE	UNII:IF1B771SVB	MONDO:0100151	CYSTEAMINE HYDROCHLORIDE	cystinosis	True
UNII:IF1B771SVB|MONDO:0009066	juvenile nephropathic cystinosis	CYSTEAMINE HYDROCHLORIDE	UNII:IF1B771SVB	MONDO:0009066	CYSTEAMINE HYDROCHLORIDE	cystinosis-->nephropathic cystinosis	True
UNII:IF1B771SVB|MONDO:0018467	nephropathic infantile cystinosis	CYSTEAMINE HYDROCHLORIDE	UNII:IF1B771SVB	MONDO:0018467	CYSTEAMINE HYDROCHLORIDE	cystinosis-->nephropathic cystinosis	True
UNII:5384HK7574|MONDO:0100256	CTNNA1-related diffuse gastric and lobular brea...	Trastuzumab deruxtecan	UNII:5384HK7574	MONDO:0100256	TRASTUZUMAB DERUXTECAN	hereditary breast carcinoma	True
CHEBI:3423|MONDO:0850332	IDH-mutant anaplastic astrocytoma	Carmustine	CHEBI:3423	MONDO:0850332	CARMUSTINE	anaplastic astrocytoma	True
CHEBI:3423|MONDO:0956981	astrocytoma, IDH-mutant, grade 4	Carmustine	CHEBI:3423	MONDO:0956981	CARMUSTINE	anaplastic astrocytoma-->IDH-mutant anaplastic astrocytoma	True
CHEBI:3423|MONDO:0956994	astrocytoma, IDH-mutant, grade 2	Carmustine	CHEBI:3423	MONDO:0956994	CARMUSTINE	anaplastic astrocytoma-->IDH-mutant anaplastic astrocytoma	True
CHEBI:3423|MONDO:0956995	astrocytoma, IDH-mutant, grade 3	Carmustine	CHEBI:3423	MONDO:0956995	CARMUSTINE	anaplastic astrocytoma-->IDH-mutant anaplastic astrocytoma	True
CHEBI:3423|MONDO:0850333	IDH-wildtype anaplastic astrocytoma	Carmustine	CHEBI:3423	MONDO:0850333	CARMUSTINE	anaplastic astrocytoma	True
CHEBI:3423|MONDO:0858958	high-grade astrocytoma with piloid features	Carmustine	CHEBI:3423	MONDO:0858958	CARMUSTINE	anaplastic astrocytoma	True
UNII:PP0SHH6V16|MONDO:0016703	anaplastic oligoastrocytoma	Alirocumab	UNII:PP0SHH6V16	MONDO:0016703	ALIROCUMAB	oligoastrocytoma	True
UNII:C9R35M8XV6|MONDO:0000341	paralytic poliomyelitis	Hiberix	UNII:C9R35M8XV6	MONDO:0000341	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0000339	spinal polio	Hiberix	UNII:C9R35M8XV6	MONDO:0000339	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis-->paralytic poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0000340	bulbospinal polio	Hiberix	UNII:C9R35M8XV6	MONDO:0000340	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis-->paralytic poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0005684	bulbar polio	Hiberix	UNII:C9R35M8XV6	MONDO:0005684	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis-->paralytic poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0003231	acute nonparalytic poliomyelitis	Hiberix	UNII:C9R35M8XV6	MONDO:0003231	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0017416	postpoliomyelitis syndrome	Hiberix	UNII:C9R35M8XV6	MONDO:0017416	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0000341	paralytic poliomyelitis	Hiberix	UNII:C9R35M8XV6	MONDO:0000341	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0000339	spinal polio	Hiberix	UNII:C9R35M8XV6	MONDO:0000339	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis-->paralytic poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0000340	bulbospinal polio	Hiberix	UNII:C9R35M8XV6	MONDO:0000340	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis-->paralytic poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0005684	bulbar polio	Hiberix	UNII:C9R35M8XV6	MONDO:0005684	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis-->paralytic poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0003231	acute nonparalytic poliomyelitis	Hiberix	UNII:C9R35M8XV6	MONDO:0003231	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis	True
UNII:C9R35M8XV6|MONDO:0017416	postpoliomyelitis syndrome	Hiberix	UNII:C9R35M8XV6	MONDO:0017416	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	poliomyelitis	True
UNII:FYS6T7F842|MONDO:0019432	rheumatoid factor-negative juvenile idiopathic ...	Adalimumab	UNII:FYS6T7F842	MONDO:0019432	ADALIMUMAB	polyarticular juvenile idiopathic arthritis	True
UNII:FYS6T7F842|MONDO:0016617	rheumatoid factor-negative juvenile idiopathic ...	Adalimumab	UNII:FYS6T7F842	MONDO:0016617	ADALIMUMAB	polyarticular juvenile idiopathic arthritis-->rheumatoid factor-negative juvenile idiopathic ...	True
UNII:FYS6T7F842|MONDO:0016618	rheumatoid factor-negative juvenile idiopathic ...	Adalimumab	UNII:FYS6T7F842	MONDO:0016618	ADALIMUMAB	polyarticular juvenile idiopathic arthritis-->rheumatoid factor-negative juvenile idiopathic ...	True
UNII:FYS6T7F842|MONDO:0019435	rheumatoid factor-positive polyarticular juveni...	Adalimumab	UNII:FYS6T7F842	MONDO:0019435	ADALIMUMAB	polyarticular juvenile idiopathic arthritis	True
UNII:2S9ZZM9Q9V|MONDO:0003554	adenosquamous colon carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0003554	BEVACIZUMAB	squamous cell carcinoma of colon	True
UNII:2S9ZZM9Q9V|MONDO:0004052	rectal cloacogenic carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0004052	BEVACIZUMAB	squamous cell carcinoma of rectum	True
UNII:2S9ZZM9Q9V|MONDO:0006082	anal squamous cell carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0006082	BEVACIZUMAB	squamous cell carcinoma of rectum	True
UNII:2S9ZZM9Q9V|MONDO:0001470	anal margin squamous cell carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0001470	BEVACIZUMAB	squamous cell carcinoma of rectum-->anal squamous cell carcinoma	True
UNII:2S9ZZM9Q9V|MONDO:0002940	anal margin basal cell carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0002940	BEVACIZUMAB	squamous cell carcinoma of rectum-->anal squamous cell carcinoma-->anal margin squamous cell carcinoma	True
UNII:2S9ZZM9Q9V|MONDO:0004130	anus basaloid carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0004130	BEVACIZUMAB	squamous cell carcinoma of rectum-->anal squamous cell carcinoma	True
UNII:2S9ZZM9Q9V|MONDO:0004131	anal verrucous carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0004131	BEVACIZUMAB	squamous cell carcinoma of rectum-->anal squamous cell carcinoma	True
UNII:2S9ZZM9Q9V|MONDO:0004132	anal canal squamous cell carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0004132	BEVACIZUMAB	squamous cell carcinoma of rectum-->anal squamous cell carcinoma	True
UNII:2S9ZZM9Q9V|MONDO:0056817	rectal adenosquamous carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0056817	BEVACIZUMAB	squamous cell carcinoma of rectum	True
DRUGBANK:DB15699|MONDO:0006225	gastric mantle cell lymphoma	Brexucabtagene autoleucel	DRUGBANK:DB15699	MONDO:0006225	BREXUCABTAGENE AUTOLEUCEL	mantle cell lymphoma	True
DRUGBANK:DB15699|MONDO:0006430	splenic mantle cell lymphoma	Brexucabtagene autoleucel	DRUGBANK:DB15699	MONDO:0006430	BREXUCABTAGENE AUTOLEUCEL	mantle cell lymphoma	True
CHEBI:133011|MONDO:0001024	pneumonic plague	oxytetracycline	CHEBI:133011	MONDO:0001024	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	plague	True
CHEBI:133011|MONDO:0001112	bubonic plague	oxytetracycline	CHEBI:133011	MONDO:0001112	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	plague	True
CHEBI:133011|MONDO:0005956	septicemic plague	oxytetracycline	CHEBI:133011	MONDO:0005956	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	plague	True
UNII:A3ULP0F556|MONDO:0035663	neuromyelitis optica spectrum disorder with ant...	Eculizumab	UNII:A3ULP0F556	MONDO:0035663	ECULIZUMAB	neuromyelitis optica	True
UNII:A3ULP0F556|MONDO:0035664	neuromyelitis optica spectrum disorder with ant...	Eculizumab	UNII:A3ULP0F556	MONDO:0035664	ECULIZUMAB	neuromyelitis optica	True
UNII:A3ULP0F556|MONDO:0035665	neuromyelitis optica spectrum disorder without ...	Eculizumab	UNII:A3ULP0F556	MONDO:0035665	ECULIZUMAB	neuromyelitis optica	True
