drug|disease	disease ID labels	drug ID Label	drug ID	disease IDs	active ingredients in therapy	list of diseases
UMLS:C0342882|CHEBI:8361	Familial hypercholesterolemia - heterozygous	PRAVASTATIN SODIUM	CHEBI:8361	UMLS:C0342882	['PRAVASTATIN']	['HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA']
UMLS:C0342882|CHEBI:9150	Familial hypercholesterolemia - heterozygous	Simvastatin	CHEBI:9150	UMLS:C0342882	['SIMVASTATIN']	['FAMILIAL HYPERCHOLESTEROLEMIA (HETEROZYGOUS)', 'HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA']
UMLS:C0342882|RXCUI:404914	Familial hypercholesterolemia - heterozygous	Caduet	RXCUI:404914	UMLS:C0342882	['AMLODIPINE, ATORVASTATIN']	['HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA']
UMLS:C0342882|UNII:LKC0U3A8NJ	Familial hypercholesterolemia - heterozygous	Evolocumab	UNII:LKC0U3A8NJ	UMLS:C0342882	['EVOLOCUMAB']	['HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA']
UMLS:C0342919|CHEBI:29101	Essential fatty acid deficiency	Sodium cation	CHEBI:29101	UMLS:C0342919	['CALCIUM CATION, THREONINE, ARGININE, GLYCINE, TYROSINE, SODIUM CATION, VALINE, HISTIDINE, ISOLEUCINE, TRYPTOPHAN, ANHYDROUS DEXTROSE, LYSINE, METHIONINE, LEUCINE, SOYBEAN OIL, POTASSIUM CATION, ASPARTIC ACID, MAGNESIUM CATION, GLUTAMIC ACID, SERINE, PROLINE, ALANINE, CHLORIDE ION, PHENYLALANINE, ACETATE ION, PHOSPHATE ION']	['ESSENTIAL FATTY ACID DEFICIENCY']
UMLS:C0342919|DRUGBANK:DB09422	Essential fatty acid deficiency	Soybean oil	DRUGBANK:DB09422	UMLS:C0342919	['SOYBEAN OIL']	['ESSENTIAL FATTY ACID DEFICIENCY']
UMLS:C0342936|CHEBI:9532	Infantile beriberi	COCARBOXYLASE	CHEBI:9532	UMLS:C0342936	['THIAMINE', 'THIAMINE ION']	['INFANTILE BERIBERI']
UMLS:C0343053|CHEBI:2361	Flexural psoriasis	ABACAVIR SULFATE	CHEBI:2361	UMLS:C0343053	['ABACAVIR SULFATE']	['PSORIASIS (FLEXURAL)', 'PSORIASIS (INVERSE)']
UMLS:C0343363|RXCUI:493191	Viral gastroenteritis due to Rotavirus	Rotarix	RXCUI:493191	UMLS:C0343363	['LIVE ATTENUATED HUMAN ROTAVIRUS VACCINE, ORAL', 'LIVE ATTENUATED ROTAVIRUS VACCINE, ORAL, PENTAVALENT', 'ROTAVIRUS VACCINE, LIVE']	['GASTROENTERITIS DUE TO ROTAVIRUS', 'GASTROENTERITIS DUE TO ROTAVIRUS INFECTION']
UMLS:C0343372|CHEBI:27902	Cholera caused by Vibrio cholerae El Tor	Tetracycline	CHEBI:27902	UMLS:C0343372	['TETRACYCLINE']	['CHOLERA CAUSED BY VIBRIO CHOLERAE']
UMLS:C0343372|CHEBI:34730	Cholera caused by Vibrio cholerae El Tor	DOXYCYCLINE HYCLATE	CHEBI:34730	UMLS:C0343372	['DOXYCYCLINE ANHYDROUS', 'DOXYCYCLINE ANHYDROUS, FOOD YELLOW 3 FREE ACID, TETRAIODOFLUORESCEIN', 'DOXYCYCLINE ANHYDROUS, TETRAIODOFLUORESCEIN']	['CHOLERA (CAUSED BY VIBRIO CHOLERAE)', 'CHOLERA CAUSED BY VIBRIO CHOLERAE']
UMLS:C0343372|CHEBI:4392	Cholera caused by Vibrio cholerae El Tor	Demeclocycline	CHEBI:4392	UMLS:C0343372	['DEMECLOCYCLINE']	['CHOLERA CAUSED BY VIBRIO CHOLERAE']
UMLS:C0343372|CHEBI:50694	Cholera caused by Vibrio cholerae El Tor	Minocycline	CHEBI:50694	UMLS:C0343372	['FOOD YELLOW 3 FREE ACID, MINOCYCLINE, TETRAIODOFLUORESCEIN', 'MINOCYCLINE']	['CHOLERA CAUSED BY VIBRIO CHOLERAE']
UMLS:C0343372|CHEBI:6446	Cholera caused by Vibrio cholerae El Tor	levothyroxine sodium anhydrous	CHEBI:6446	UMLS:C0343372	['DOXYCYCLINE ANHYDROUS, ANHYDROUS LACTOSE']	['CHOLERA CAUSED BY VIBRIO CHOLERAE']
UMLS:C0343372|CHEBI:82405	Cholera caused by Vibrio cholerae El Tor	Benzoyl peroxide	CHEBI:82405	UMLS:C0343372	['DOXYCYCLINE ANHYDROUS, BENZOYL PEROXIDE']	['CHOLERA CAUSED BY VIBRIO CHOLERAE']
UMLS:C0343378|CHEBI:136048	Helicobacter pylori-associated gastritis	Vonoprazan	CHEBI:136048	UMLS:C0343378	['VONOPRAZAN FUMARATE']	['HELICOBACTER PYLORI GASTRITIS']
UMLS:C0343378|CHEBI:2676	Helicobacter pylori-associated gastritis	Amoxicillin	CHEBI:2676	UMLS:C0343378	['(1)(2)\nLANSOPRAZOLE\n(3)(4)(5)\nOMEPRAZOLE\n(6)(7)\nRABEPRAZOLE SODIUM\n(8)\nESOMEPRAZOLE MAGNESIUM HYDRATE\n(9)(10)(11)(12)(13)(14)\nAMOXICILLIN HYDRATE\n(15)(16)(17)(18)\nCLARITHROMYCIN\n(19)\nMETRONIDAZOLE\n(20)\nLANSOPRAZOLE/AMOXICILLIN HYDRATE/CLARITHROMYCIN', 'AMOXICILLIN ANHYDROUS']	['GASTRITIS INDUCED BY HELICBACTER PYLORI INFECTION', 'HELICOBACTER PYLORI', 'HELICOBACTER PYLORI INFECTION (GASTRITIS']
UMLS:C0343378|CHEBI:2955	Helicobacter pylori-associated gastritis	Azithromycin	CHEBI:2955	UMLS:C0343378	['AZITHROMYCIN ANHYDROUS']	['HELICOBACTER PYLORI']
UMLS:C0343378|CHEBI:8768	Helicobacter pylori-associated gastritis	Rabeprazole	CHEBI:8768	UMLS:C0343378	['RABEPRAZOLE']	['HELICOBACTER PYLORI ERADICATION']
UMLS:C0343386|CHEBI:68590	Clostridium difficile infection	fidaxomicin	CHEBI:68590	UMLS:C0343386	['FIDAXOMICIN']	['CLOSTRIDIOIDES DIFFICILE INFECTIONS (CDI)']
UMLS:C0343386|DRUGBANK:DB17743	Clostridium difficile infection	Fecal microbiota	DRUGBANK:DB17743	UMLS:C0343386	['DONOR HUMAN STOOL']	['CLOSTRIDIOIDES DIFFICILE INFECTION']
UMLS:C0343386|RXCUI:2636536	Clostridium difficile infection	fecal microbiota spores, live-brpk 30000000 UNT	RXCUI:2636536	UMLS:C0343386	['DONOR HUMAN STOOL SPORES (ETHANOL TREATED)']	['CLOSTRIDIOIDES DIFFICILE INFECTION (CDI)']
UMLS:C0343386|UNII:4H5YMK1H2E	Clostridium difficile infection	Bezlotoxumab	UNII:4H5YMK1H2E	UMLS:C0343386	['BEZLOTOXUMAB', 'BEZLOTOXUMAB ']	['CLOSTRIDIOIDES DIFFICILE INFECTION (CDI)', 'CLOSTRIDIUM DIFFICILE INFECTION']
UMLS:C0343404|CHEBI:140376	Morganella infection	Cefiderocol	CHEBI:140376	UMLS:C0343404	['CEFIDEROCOL TOSILATE SULFATE HYDRATE']	['INFECTIONS CAUSED BY MORGANELLA MORGANII']
UMLS:C0343467|CHEBI:74947	Erythema nodosum leprosum	Thalidomide	CHEBI:74947	UMLS:C0343467	['THALIDOMIDE']	['ERYTHEMA NODOSUM LEPROSUM']
UMLS:C0343730|CHEBI:36704	Perianal warts	Imiquimod	CHEBI:36704	UMLS:C0343730	['IMIQUIMOD']	['PERIANAL WARTS']
UMLS:C0343730|UNII:T432289GYZ	Perianal warts	Sinecatechins	UNII:T432289GYZ	UMLS:C0343730	['SINECATECHINS']	['PERIANAL WARTS']
UMLS:C0343734|CHEBI:6909	Asymptomatic trichomoniasis	Metronidazole	CHEBI:6909	UMLS:C0343734	['METRONIDAZOLE']	['ASYMPTOMATIC TRICHOMONIASIS']
UMLS:C0343874|CHEBI:6923	Diaper candidiasis	Miconazole	CHEBI:6923	UMLS:C0343874	['PETROLATUM, ZINC OXIDE, MICONAZOLE']	['DIAPER DERMATITIS (CANDIDIASIS)']
UMLS:C0343884|CHEBI:80105	Acute disseminated candidiasis	MICAFUNGIN SODIUM	CHEBI:80105	UMLS:C0343884	['MICAFUNGIN']	['ACUTE DISSEMINATED CANDIDIASIS']
UMLS:C0343886|CHEBI:453011	Gastrointestinal candidiasis	Ciclopirox	CHEBI:453011	UMLS:C0343886	['CICLOPIROX']	['CANDIDIASIS (MONILIASIS)']
UMLS:C0343886|CHEBI:5781	Gastrointestinal candidiasis	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	UMLS:C0343886	['ALOE VERA LEAF, HYDROCORTISONE, IODOQUINOL', 'HYDROCORTISONE, IODOQUINOL, ALOE VERA LEAF']	['MONILIASIS']
UMLS:C0343886|CHEBI:7660	Gastrointestinal candidiasis	nystatin	CHEBI:7660	UMLS:C0343886	['NYSTATIN']	['CANDIDIASIS (GASTROINTESTINAL', 'GASTROINTESTINAL CANDIDIASIS']
UMLS:C0343886|RXCUI:377716	Gastrointestinal candidiasis	hydrocortisone / iodoquinol Topical Cream	RXCUI:377716	UMLS:C0343886	['HYDROCORTISONE, IODOQUINOL']	['MONILIASIS']
UMLS:C0343899|CHEBI:6888	Chronic pulmonary histoplasmosis	Methylprednisolone	CHEBI:6888	UMLS:C0343899	['METHYLPREDNISOLONE']	['CHRONIC PULMONARY HISTOPLASMOSIS']
UMLS:C0344132|CHEBI:16684	Carbamate poisoning	Atropine	CHEBI:16684	UMLS:C0344132	['ATROPINE']	['CARBAMATE POISONING']
UMLS:C0345468|CHEBI:4031	Transplanted organ rejection	Cyclosporine	CHEBI:4031	UMLS:C0345468	['CYCLOSPORINE']	['ORGAN REJECTION']
UMLS:C0345468|CHEBI:61049	Transplanted organ rejection	Tacrolimus	CHEBI:61049	UMLS:C0345468	['TACROLIMUS', 'TACROLIMUS ANHYDROUS']	['ORGAN REJECTION']
UMLS:C0345468|CHEBI:67155	Transplanted organ rejection	MYCOPHENOLATE SODIUM	CHEBI:67155	UMLS:C0345468	['MYCOPHENOLIC ACID']	['ORGAN REJECTION']
UMLS:C0345468|CHEBI:68478	Transplanted organ rejection	Everolimus	CHEBI:68478	UMLS:C0345468	['EVEROLIMUS']	['ORGAN REJECTION']
UMLS:C0345468|CHEBI:9168	Transplanted organ rejection	Sirolimus	CHEBI:9168	UMLS:C0345468	['SIROLIMUS']	['ORGAN REJECTION']
UMLS:C0345468|UNII:E3B2GI648A	Transplanted organ rejection	Belatacept	UNII:E3B2GI648A	UMLS:C0345468	['BELATACEPT']	['ORGAN REJECTION']
UMLS:C0346208|PUBCHEM.COMPOUND:91820602	Vaginal intraepithelial neoplasia	Hyaluronidase (human recombinant)	PUBCHEM.COMPOUND:91820602	UMLS:C0346208	['RECOMBINANT ADSORBED QUADRIVALENT HUMAN PAPILLOMAVIRUS VIRUS-LIKE PARTICLE VACCINE (YEAST ORIGIN)']	['VAGINAL INTRAEPITHELIAL NEOPLASIA']
UMLS:C0347869|CHEBI:3756	Epilepsy, Akinetic	Clonazepam	CHEBI:3756	UMLS:C0347869	['CLONAZEPAM']	['AKINETIC SEIZURES']
UMLS:C0347869|CHEBI:6446	Epilepsy, Akinetic	levothyroxine sodium anhydrous	CHEBI:6446	UMLS:C0347869	['CLONAZEPAM, ANHYDROUS LACTOSE']	['AKINETIC SEIZURES']
UMLS:C0348321|CHEBI:2676	Hemophilus influenza infection	Amoxicillin	CHEBI:2676	UMLS:C0348321	['AMOXICILLIN ANHYDROUS']	['H. INFLUENZAE INFECTION', 'HAEMOPHILUS INFLUENZAE INFECTION']
UMLS:C0348321|CHEBI:28971	Hemophilus influenza infection	Ampicillin	CHEBI:28971	UMLS:C0348321	['AMPICILLIN']	['NONPENICILLINASE-PRODUCING H. INFLUENZAE INFECTION']
UMLS:C0348321|CHEBI:34730	Hemophilus influenza infection	DOXYCYCLINE HYCLATE	CHEBI:34730	UMLS:C0348321	['DOXYCYCLINE ANHYDROUS']	['HAEMOPHILUS INFLUENZAE INFECTION']
UMLS:C0348828|CHEBI:4911	Postprocedural respiratory disorders	Etoposide	CHEBI:4911	UMLS:C0348828	['ETOPOSIDE']	['RESPIRATORY DISORDERS']
UMLS:C0348997|CHEBI:6078	Intestinal strongyloidiasis	Ivermectin	CHEBI:6078	UMLS:C0348997	['IVERMECTIN']	['INTESTINAL STRONGYLOIDIASIS', 'STRONGYLOIDIASIS (INTESTINAL)']
UMLS:C0349071|CHEBI:28787	Chronic anal fissure	Nitroglycerin	CHEBI:28787	UMLS:C0349071	['NITROGLYCERIN']	['CHRONIC ANAL FISSURE']
UMLS:C0349208|CHEBI:7735	Manic Episode	Olanzapine	CHEBI:7735	UMLS:C0349208	['OLANZAPINE']	['MANIC EPISODE']
UMLS:C0349554|PUBCHEM.COMPOUND:91820602	Vaginal intraepithelial neoplasia grade 1	Hyaluronidase (human recombinant)	PUBCHEM.COMPOUND:91820602	UMLS:C0349554	['RECOMBINANT ADSORBED 4-VALENT HUMAN PAPILLOMAVIRUS VIRUS-LIKE PARTICLE VACCINE (YEAST ORIGIN)']	['VAGINAL INTRAEPITHELIAL NOEPLASIA (VAIN) 1']
UMLS:C0349744|CHEBI:8485	Examination phobia	Proparacaine	CHEBI:8485	UMLS:C0349744	['PROPARACAINE']	['GONIOSCOPIC EXAMINATION', 'GONIOSCOPIC EXAMINATION (DIAGNOSTIC)', 'GONIOSCOPIC EXAMINATION (DIAGNOSTIC/CONTRAST/RADIOLABEL)']
UMLS:C0375731|CHEBI:2417	Cataract fragments in eye following cataract surgery	ACETYLCHOLINE CHLORIDE	CHEBI:2417	UMLS:C0375731	['ACETYLCHOLINE']	['CATARACT SURGERY']
UMLS:C0391848|CHEBI:2676	P2 phenotype (finding)	Amoxicillin	CHEBI:2676	UMLS:C0391848	['AMOXICILLIN ANHYDROUS']	['P. MIRABILIS']
UMLS:C0391848|CHEBI:3534	P2 phenotype (finding)	Cephalexin	CHEBI:3534	UMLS:C0391848	['CEPHALEXIN']	['P. MIRABILIS']
UMLS:C0392008|CHEBI:45652	Complication of anesthesia	Succinylcholine	CHEBI:45652	UMLS:C0392008	['SUCCINYLCHOLINE']	['(PREVENTATIVE) COMPLICATIONS OF GENERAL ANESTHESIA']
UMLS:C0392115|CHEBI:144551	Neurogenic Urinary Bladder, Uninhibited	Oxybutynin	CHEBI:144551	UMLS:C0392115	['OXYBUTYNIN']	['UNINHIBITED NEUROGENIC BLADDER']
UMLS:C0392190|CHEBI:6446	Mucositis following radiation therapy	levothyroxine sodium anhydrous	CHEBI:6446	UMLS:C0392190	['ONDANSETRON, ANHYDROUS LACTOSE']	['RADIATION THERAPY']
UMLS:C0392445|CHEBI:3077	Necrobiosis Lipoidica Diabeticorum	Betamethasone	CHEBI:3077	UMLS:C0392445	['BETAMETHASONE']	['NECROBIOSIS LIPOIDICA DIABETICORUM']
UMLS:C0392445|CHEBI:3215	Necrobiosis Lipoidica Diabeticorum	Bupivacaine	CHEBI:3215	UMLS:C0392445	['BUPIVACAINE, DEXAMETHASONE']	['NECROBIOSIS LIPOIDICA DIABETICORUM']
UMLS:C0392445|CHEBI:4462	Necrobiosis Lipoidica Diabeticorum	DEXAMETHASONE SODIUM PHOSPHATE	CHEBI:4462	UMLS:C0392445	['DEXAMETHASONE', 'SULFITE ION, DEXAMETHASONE']	['NECROBIOSIS LIPOIDICA DIABETICORUM']
UMLS:C0392445|CHEBI:6456	Necrobiosis Lipoidica Diabeticorum	Lidocaine	CHEBI:6456	UMLS:C0392445	['LIDOCAINE, ISOPROPYL ALCOHOL, BETAMETHASONE, IODINE', 'LIDOCAINE, ISOPROPYL ALCOHOL, IODINE, METHYLPREDNISOLONE', 'LIDOCAINE, ISOPROPYL ALCOHOL, METHYLPREDNISOLONE']	['NECROBIOSIS LIPOIDICA DIABETICORUM']
UMLS:C0392445|CHEBI:6888	Necrobiosis Lipoidica Diabeticorum	Methylprednisolone	CHEBI:6888	UMLS:C0392445	['METHYLPREDNISOLONE']	['NECROBIOSIS LIPOIDICA DIABETICORUM']
UMLS:C0392519|CHEBI:7916	Calcium deficiency	PANTOTHENIC ACID, RACEMIC	CHEBI:7916	UMLS:C0392519	['BIOTIN, NIACINAMIDE, CALCIUM CATION, VITAMIN A, .ALPHA.-TOCOPHEROL, D-, THIAMINE ION, PANTOTHENIC ACID, INULIN, RIBOFLAVIN, ASCORBIC ACID, ZINC CATION, MAGNESIUM CATION, METHYLCOBALAMIN, LEVOMEFOLIC ACID, CHOLINE, PYRIDOXINE, CHOLECALCIFEROL']	['CALCIUM DEFICIENCY']
UMLS:C0392519|RXCUI:1090966	Calcium deficiency	ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E Oral Solution	RXCUI:1090966	UMLS:C0392519	['CALCIUM CATION, NIACINAMIDE, FOLIC ACID, VITAMIN A, ZINC OXIDE, THIAMINE ION, FERROUS CATION, .ALPHA.-TOCOPHEROL, DL-, BETA CAROTENE, CUPRIC CATION, RIBOFLAVIN, ASCORBIC ACID, CYANOCOBALAMIN, PYRIDOXINE, CHOLECALCIFEROL', 'CALCIUM CATION, NIACINAMIDE, FOLIC ACID, VITAMIN A, ZINC OXIDE, THIAMINE ION, FERROUS CATION, .ALPHA.-TOCOPHEROL, DL-, CUPRIC CATION, RIBOFLAVIN, ASCORBIC ACID, CYANOCOBALAMIN, .BETA.-CAROTENE, PYRIDOXINE, CHOLECALCIFEROL']	['CALCIUM DEFICIENCY']
UMLS:C0392519|RXCUI:881173	Calcium deficiency	MVC-Fluoride	RXCUI:881173	UMLS:C0392519	['CALCIUM CATION, ALPHA-TOCOPHEROL, DL-, FOLIC ACID, VITAMIN A, IRON, NIACIN, RIBOFLAVIN, ASCORBIC ACID, ZINC CATION, COPPER, CYANOCOBALAMIN, PYRIDOXINE, CHOLECALCIFEROL, THIAMINE']	['CALCIUM DEFICIENCY']
UMLS:C0392609|DRUGBANK:DB09222	Acquired hypofibrinogenemia	Fibrinogen human	DRUGBANK:DB09222	UMLS:C0392609	['FREEZE-DRIED HUMAN FIBRINOGEN']	['ACQUIRED HYPOFIBRINOGENEMIA']
UMLS:C0392618|CHEBI:6909	Postoperative infection	Metronidazole	CHEBI:6909	UMLS:C0392618	['METRONIDAZOLE']	['POSTOPERATIVE INFECTION']
UMLS:C0393642|CHEBI:30746	Sepsis-Associated Encephalopathy	Benzoic acid	CHEBI:30746	UMLS:C0393642	['BENZOIC ACID, PHENYLACETIC ACID']	['ASSOCIATED ENCEPHALOPATHY']
UMLS:C0393736|RXCUI:216971	Muscular headache	Esgic	RXCUI:216971	UMLS:C0393736	['ACETAMINOPHEN, BUTALBITAL']	['MUSCLE CONTRACTION HEADACHE']
UMLS:C0398638|CHEBI:17544	Thrombocytopenia due to extracorporeal circulation of blood	hydrogencarbonate	CHEBI:17544	UMLS:C0398638	['BICARBONATE ION']	['EXTRACORPOREAL CIRCULATION OF BLOOD']
UMLS:C0398638|CHEBI:29101	Thrombocytopenia due to extracorporeal circulation of blood	Sodium cation	CHEBI:29101	UMLS:C0398638	['SODIUM CATION']	['EXTRACORPOREAL CIRCULATION OF BLOOD']
UMLS:C0398638|CHEBI:32139	Thrombocytopenia due to extracorporeal circulation of blood	Sodium bicarbonate	CHEBI:32139	UMLS:C0398638	['BICARBONATE ION, SODIUM CATION']	['EXTRACORPOREAL CIRCULATION OF BLOOD']
UMLS:C0399459|CHEBI:116735	Discomfort in mouth	Benzocaine	CHEBI:116735	UMLS:C0399459	['BENZOCAINE', 'PEPPERMINT, SACCHARIN, BENZOCAINE']	['DISCOMFORT ASSOCIATED WITH INTRA-ORAL RADIOGRAPHS', 'ORAL DISCOMFORT']
UMLS:C0400847|CHEBI:17439	Ileal Stenosis	Cyanocobalamin	CHEBI:17439	UMLS:C0400847	['CYANOCOBALAMIN']	['ILEAL RESECTIONS']
UMLS:C0400877|CHEBI:5781	Postoperative ileus	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	UMLS:C0400877	['HYDROCORTISONE']	['POSTOPERATIVE ILEUS']
UMLS:C0400877|CHEBI:8382	Postoperative ileus	Prednisone	CHEBI:8382	UMLS:C0400877	['PREDNISONE']	['POSTOPERATIVE ILEUS']
UMLS:C0403723|CHEBI:47518	Candiduria	Levoketoconazole	CHEBI:47518	UMLS:C0403723	['KETOCONAZOLE']	['CANDIDURIA']
UMLS:C0404572|CHEBI:81569	Female infertility associated with anovulation	Follitropin	CHEBI:81569	UMLS:C0404572	['FOLLITROPIN']	['ANOVULATORY INFERTILITY', 'OLIGO-ANOVULATORY INFERTILITY']
UMLS:C0404572|CHEBI:81573	Female infertility associated with anovulation	Chorionic Gonadotropin (Human)	CHEBI:81573	UMLS:C0404572	['CHORIOGONADOTROPIN ALFA', 'CHORIONIC GONADOTROPIN']	['ANOVULATORY INFERTILITY', 'ANOVULATORY INFERTILITY (SECONDARY']
UMLS:C0404576|CHEBI:81573	Luteal phase defect	Chorionic Gonadotropin (Human)	CHEBI:81573	UMLS:C0404576	['HUMAN CHORIONIC GONADOTROPHIN']	['LUTEAL PHASE DEFECT']
UMLS:C0404585|CHEBI:6413	Unexplained infertility	Letrozole	CHEBI:6413	UMLS:C0404585	['LETROZOLE']	['UNEXPLAINED INFERTILITY']
UMLS:C0406297|CHEBI:5781	Acne urticata	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	UMLS:C0406297	['ALOE VERA LEAF, HYDROCORTISONE, IODOQUINOL', 'HYDROCORTISONE, IODOQUINOL, ALOE VERA LEAF']	['ACNE URTICATA']
UMLS:C0406297|CHEBI:5950	Acne urticata	Diiodohydroxyquinoline	CHEBI:5950	UMLS:C0406297	['ALOE VERA LEAF, IODOQUINOL']	['ACNE URTICATA']
UMLS:C0406297|RXCUI:377716	Acne urticata	hydrocortisone / iodoquinol Topical Cream	RXCUI:377716	UMLS:C0406297	['HYDROCORTISONE, IODOQUINOL']	['ACNE URTICATA']
UMLS:C0406317|CHEBI:135782	Chronic small plaque psoriasis	ulobetasol propionate	CHEBI:135782	UMLS:C0406317	['HALOBETASOL']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:17823	Chronic small plaque psoriasis	Calcitriol	CHEBI:17823	UMLS:C0406317	['CALCITRIOL']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:215747	Chronic small plaque psoriasis	Tapinarof	CHEBI:215747	UMLS:C0406317	['TAPINAROF']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:2361	Chronic small plaque psoriasis	ABACAVIR SULFATE	CHEBI:2361	UMLS:C0406317	['ABACAVIR SULFATE']	['PSORIASIS (PLAQUE)']
UMLS:C0406317|CHEBI:3077	Chronic small plaque psoriasis	Betamethasone	CHEBI:3077	UMLS:C0406317	['BETAMETHASONE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:31414	Chronic small plaque psoriasis	Clobetasol propionate	CHEBI:31414	UMLS:C0406317	['CLOBETASOL']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:31498	Chronic small plaque psoriasis	Dimethicone	CHEBI:31498	UMLS:C0406317	['CALCIPOTRIENE, DIMETHICONE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:32184	Chronic small plaque psoriasis	Tazarotene	CHEBI:32184	UMLS:C0406317	['TAZAROTENE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:44185	Chronic small plaque psoriasis	Methotrexate	CHEBI:44185	UMLS:C0406317	['METHOTREXATE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:4735	Chronic small plaque psoriasis	Edetic acid	CHEBI:4735	UMLS:C0406317	['CALCIPOTRIENE, EDETIC ACID, DIMETHICONE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:47657	Chronic small plaque psoriasis	Roflumilast	CHEBI:47657	UMLS:C0406317	['ROFLUMILAST']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:4875	Chronic small plaque psoriasis	Etanercept	CHEBI:4875	UMLS:C0406317	['ETANERCEPT']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:50749	Chronic small plaque psoriasis	Calcipotriol	CHEBI:50749	UMLS:C0406317	['CALCIPOTRIENE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:691037	Chronic small plaque psoriasis	Desoximetasone	CHEBI:691037	UMLS:C0406317	['DESOXIMETASONE']	['PLAQUE PSORIASIS']
UMLS:C0406317|CHEBI:78540	Chronic small plaque psoriasis	Apremilast	CHEBI:78540	UMLS:C0406317	['APREMILAST']	['PLAQUE PSORIASIS']
UMLS:C0406317|RXCUI:2166086	Chronic small plaque psoriasis	halobetasol / tazarotene Topical Product	RXCUI:2166086	UMLS:C0406317	['HALOBETASOL, TAZAROTENE']	['PLAQUE PSORIASIS']
UMLS:C0406317|RXCUI:393355	Chronic small plaque psoriasis	betamethasone / calcipotriene Topical Ointment	RXCUI:393355	UMLS:C0406317	['BETAMETHASONE, CALCIPOTRIENE']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:089658A12D	Chronic small plaque psoriasis	Guselkumab	UNII:089658A12D	UMLS:C0406317	['GUSELKUMAB', 'GUSELKUMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:09495UIM6V	Chronic small plaque psoriasis	Bimekizumab	UNII:09495UIM6V	UMLS:C0406317	['BIMEKIZUMAB', 'BIMEKIZUMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:6ZA31Y954Z	Chronic small plaque psoriasis	Brodalumab	UNII:6ZA31Y954Z	UMLS:C0406317	['BRODALUMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:90ZX3Q3FR7	Chronic small plaque psoriasis	Risankizumab	UNII:90ZX3Q3FR7	UMLS:C0406317	['ISOPROPYL ALCOHOL, RISANKIZUMAB', 'RISANKIZUMAB', 'RISANKIZUMAB\n ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:B72HH48FLU	Chronic small plaque psoriasis	Infliximab	UNII:B72HH48FLU	UMLS:C0406317	['INFLIXIMAB', 'INFLIXIMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:BTY153760O	Chronic small plaque psoriasis	Ixekizumab	UNII:BTY153760O	UMLS:C0406317	['IXEKIZUMAB', 'IXEKIZUMAB\n', 'IXEKIZUMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:DEW6X41BEK	Chronic small plaque psoriasis	Tildrakizumab	UNII:DEW6X41BEK	UMLS:C0406317	['TILDRAKIZUMAB', 'TILDRAKIZUMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:DLG4EML025	Chronic small plaque psoriasis	Secukinumab	UNII:DLG4EML025	UMLS:C0406317	['SECUKINUMAB', 'SECUKINUMAB ']	['PLAQUE PSORIASIS']
UMLS:C0406317|UNII:FU77B4U5Z0	Chronic small plaque psoriasis	Ustekinumab	UNII:FU77B4U5Z0	UMLS:C0406317	['USTEKINUMAB', 'USTEKINUMAB\n', 'USTEKINUMAB  [USTEKINUMAB BIOSIMILAR 1]']	['PLAQUE PSORIASIS']
